Temperature_min,Temperature_max,WindSpeedAt3am,WindSpeedAt10am,WindSpeedAt6pm,HumidityLevelAt10am,HumidityAt6pm,PressureAt10am,PressureAt6pm,TemperatureAt10am,TemperatureAt6pm,WillRainTomorrow?
26.2,28.9,36,17,14,44,29,1022.6,1023.1,27,34.2,No
28.1,23.6,40,21,16,94,96,1026.1,1025.9,31.7,28,Yes
18.7,27.4,30,10,17,83,50,1034.9,1025.9,25.9,36.5,No
25.3,24.6,29,16,11,104,91,1030.4,1034.7,28.9,37.9,Yes
28.6,23.6,30,17,19,92,87,1020.7,1016.3,31.7,31.2,Yes
22.5,14.4,61,29,28,91,88,1018.4,1011.6,17.6,28.6,Yes
26.2,38.7,43,2,21,60,28,1022.2,1022.7,29.1,45.3,No
20.7,28.3,47,8,25,77,52,1028.7,1025.7,31,34.7,No
23.9,32.4,57,12,25,76,54,1025.1,1015.2,31.6,36,No
33.7,40.3,44,10,30,78,59,1016,1016.3,34.9,43.7,Yes
35.2,38.5,41,13,13,82,42,1028.5,1019.5,38.6,51.8,No
25.8,27,45,24,12,100,107,1022.5,1017.2,32.9,29.1,Yes
28.8,28,69,33,35,105,78,1018.7,1011.3,31,28.3,Yes
23.9,25.1,25,11,13,97,58,1030.6,1024.1,27.9,39.4,No
18.3,21.9,30,22,18,79,68,1027.1,1023.4,30.8,33.3,Yes
25.3,20.9,61,17,29,95,87,1012.5,1009.2,19.7,20.8,Yes
21,31.4,48,35,22,56,31,1034.4,1030.5,34.4,44.9,No
24.1,25.2,37,19,19,60,61,1032.9,1034.2,25.1,37.6,No
24.6,32.4,45,11,28,78,71,1023,1019.2,34.2,29.6,Yes
17.7,30.1,85,29,21,47,46,1016,1005.8,30.8,33.9,No
40.8,33.4,46,14,15,36,65,1019.9,1022.3,41.1,40.8,Yes
18,19.2,30,14,17,108,71,1020,1015.2,19.6,31.3,Yes
11.4,29.1,61,21,29,79,33,1024.1,1028,30.5,36.5,No
16.7,25.6,31,15,13,90,59,1032.6,1031.1,30,32,No
32.7,28.8,17,10,15,103,101,1021.5,1020.2,27.6,33.3,Yes
15.5,20.7,30,7,22,94,66,1033.3,1030.4,21.6,29.9,No
12.5,23.9,33,2,16,105,66,1022.6,1019.9,16.8,28.8,Yes
35.8,25.7,25,15,14,100,78,1025.3,1032,30.5,34.5,Yes
32.6,45.8,55,25,11,58,30,1016.4,1016.1,44.1,45.9,Yes
22.8,26.1,25,16,16,80,41,1031.2,1026.8,30.2,38.7,No
33.9,32.2,31,2,8,102,108,1017.5,1016.4,31.9,39.7,Yes
31.3,27.5,37,11,8,110,70,1031.4,1035,32.9,31.9,Yes
23.8,27.1,42,23,21,64,52,1038.2,1027.1,23.7,32.8,No
21.5,30.6,40,10,25,88,30,1028.5,1020.9,22.6,34.2,No
27.3,26.9,29,14,15,90,57,1024.8,1026.8,30.2,28.3,No
19,26.1,32,9,16,71,55,1033.8,1032,23.9,32.5,No
23.9,29.8,37,2,16,76,57,1031.8,1033.8,30.9,34.5,No
25.6,17.6,74,19,35,103,63,1010,1009.9,24.8,20.3,No
32.6,27.4,38,9,20,107,88,1018.8,1020.6,33.5,35.2,Yes
33.6,33.1,30,8,22,77,61,1028.2,1018.1,40.1,42.8,Yes
14.1,19.8,15,6,9,103,53,1035.5,1032.6,24.1,33.6,No
37.2,31.4,54,21,13,106,108,1026.5,1025.7,40.9,33.1,Yes
28.7,39.3,86,4,50,75,14,1008.6,1003.7,35.5,48.1,No
22,36.1,28,11,18,76,48,1032,1026.8,29.7,44.4,No
26.1,29.4,41,6,19,88,90,1021.2,1019.3,29,39.5,Yes
23.1,17.3,40,16,26,99,86,1008.9,1009.3,18.9,21.6,Yes
20.5,29.2,21,7,10,70,48,1020.1,1020.2,25.8,37.9,No
18.2,23.7,35,13,25,94,75,1021.4,1019.4,26.1,33.6,Yes
23,33.9,25,10,17,77,44,1034.8,1028.6,31.1,35.6,No
26,33.1,56,12,9,75,81,1011.6,1014.7,32.1,39.6,Yes
32.5,37.5,66,21,22,81,67,1023,1012,39.9,41.3,Yes
22.4,27.8,44,20,20,47,27,1023.8,1025.5,25.7,37.5,No
19.9,25.8,25,2,16,93,67,1034.1,1029.6,25.8,28,No
34.4,33.8,33,10,19,102,68,1019.6,1017.7,38.3,43.4,Yes
25.1,35.8,53,7,29,87,56,1028,1022.4,37.6,44.2,Yes
30.7,31.3,37,12,10,95,90,1031,1025.6,32.9,39.2,Yes
27.3,30.6,43,14,31,72,46,1024.2,1019.6,34.1,35.5,Yes
33.7,38.3,37,16,16,93,57,1020.4,1014.2,34,43.6,Yes
21.2,29,21,13,19,65,39,1032.1,1030.4,26.8,33.5,No
38.6,34.8,24,10,14,90,92,1016.9,1018,39.4,39.1,Yes
32.3,32.5,57,9,20,105,104,1021.2,1015.1,34.7,41.8,Yes
25.9,25.3,29,15,18,104,110,1016.7,1016.6,30.3,33,Yes
29.5,29.2,89,18,27,76,103,1012.7,1011.9,32.9,27.3,Yes
16.2,24.2,42,13,18,91,80,1026.2,1025.3,21.8,29,Yes
30.6,35,35,12,16,81,57,1027.8,1024.8,32.3,37.9,No
9,23.4,32,6,13,95,58,1043.4,1040,16.7,24.2,No
29.7,36.8,40,7,13,84,47,1022.9,1020.9,34.9,40.2,No
32.4,41.6,41,13,17,65,28,1023.4,1022.4,38.7,44.5,No
18.5,24.5,29,8,17,98,62,1039.9,1035.9,19.2,31.5,No
33.7,39.2,38,11,22,73,49,1024.3,1018.3,36.6,47,No
36.9,35,38,29,27,55,37,1021.4,1024.5,30.3,47.3,No
27.5,37.4,33,6,12,99,53,1034.3,1027.2,31.4,49,No
33.7,33.2,66,9,47,88,88,1025.9,1023.5,33.9,32.3,Yes
28.3,23.4,45,23,15,102,107,1017.9,1014.5,33.6,34.3,Yes
11.8,19.2,19,9,8,107,71,1036.4,1035.4,20.3,25,No
22.8,30.6,45,14,19,83,45,1025.8,1025.5,32.2,40.1,No
25.8,37.9,52,15,30,72,26,1026.5,1018.4,30.4,47.7,No
23.8,31.5,25,13,10,90,61,1028.5,1029.9,24.9,30.4,Yes
15.1,27,79,23,41,71,50,1015,1008.5,22.3,29.7,No
27.7,47,35,5,20,78,29,1026.2,1014.8,43,48.6,No
32,35.9,36,10,11,67,38,1012.2,1009.3,32,42.8,No
21.3,33.2,32,16,10,75,56,1025.2,1026.9,29.4,38.2,No
20.5,21.9,33,15,21,75,50,1034.3,1033.2,28,34.6,No
35.1,28.6,30,13,18,103,96,1013,1011.7,32.4,35.5,Yes
24.3,41.6,93,33,39,32,12,1015,1010.6,43.6,46.4,No
30.3,29.3,33,8,13,94,59,1026.5,1022.3,25.9,32.4,No
20.7,28.3,57,16,9,94,56,1022.6,1020.6,26.7,35.3,Yes
34.4,49.6,69,19,36,51,14,1014.9,1013,40.1,49.5,No
22.7,21.6,46,23,23,78,69,1030.7,1035.2,25.6,26.8,Yes
20.3,20.5,32,23,24,79,64,1027.1,1034.5,29.5,25.7,Yes
30.8,37.8,37,13,21,75,51,1017.2,1016.3,38.8,36.5,No
18.9,21.2,68,31,35,86,77,1013.1,1010.8,17.8,24.6,Yes
27.7,33.6,40,26,20,52,29,1025.9,1021.1,41.1,38.1,No
29.2,27.6,28,20,16,82,83,1019.2,1015.5,29.9,29.3,Yes
24.9,39.3,33,14,15,73,40,1016.1,1011.8,35.1,44.9,No
29.9,31.2,19,3,14,92,57,1025.9,1023.2,29.8,43.8,No
20.9,32.3,26,9,13,81,32,1026.1,1026.6,26.8,38,No
29.8,28.3,35,21,24,93,71,1024.7,1021,34.1,34.1,Yes
28.8,37.3,42,12,27,22,13,1012.7,1013.7,37.7,41,No
32.8,39.1,31,4,30,107,60,1025.6,1018.8,28.2,40.4,No
25.2,35.5,35,19,24,64,33,1029.3,1019.4,26.6,37.5,No
41.9,40.1,46,28,30,61,40,1015.8,1014.4,38.9,45,Yes
22.3,23.4,26,4,5,109,69,1036.2,1032.7,18.1,27.5,No
31.7,32.3,45,17,18,78,80,1021.6,1019.3,36.3,35.4,Yes
36.2,28.1,29,12,13,95,95,1009.7,1005.2,32.4,38.8,Yes
32.2,33.4,31,16,23,108,95,1011.6,1018.8,34.1,32.4,Yes
17.9,16.1,48,21,25,95,74,1021.3,1015.6,22.3,25.4,Yes
34.5,36.9,53,17,18,68,42,1020.5,1021,36.2,41.4,Yes
23.2,28.3,34,15,22,38,21,1027.9,1022.4,25.5,38.5,No
20.2,24,34,5,18,105,76,1027.8,1027.9,28.1,23.4,Yes
22,23.3,21,14,11,92,53,1018.8,1015.1,30,34.7,No
20.1,28.4,39,17,21,77,36,1027.3,1030,26.4,37.9,No
25.1,27.6,26,13,20,75,62,1025.4,1022.5,37.4,33.5,Yes
35.4,28.1,36,27,16,91,99,1019.8,1022.7,34.5,34.1,Yes
30.4,33.2,39,4,29,95,52,1020.4,1014.4,35.9,35.6,Yes
29.9,26.8,53,18,30,70,52,1022.5,1023.4,31.8,36.4,No
18.3,29.1,38,15,17,55,43,1030,1030.1,27.6,32.2,No
17.7,28.4,59,15,29,57,42,1028.4,1021.6,29.6,31.3,No
39,50.1,51,11,35,61,60,1015,1012.4,46.3,43.5,No
20.9,31.7,25,9,7,71,39,1026.5,1023,27.2,38.5,No
20.6,27.9,21,11,17,76,44,1030.8,1031.6,23.3,32.3,No
23.7,27.8,49,30,26,106,98,1017.3,1022.1,26.3,26.9,Yes
22.5,31,42,18,17,32,21,1026.6,1026.8,31.1,35.6,No
19.2,19.7,22,3,8,97,57,1028.7,1022.9,16.7,26,Yes
41.3,47,38,9,17,72,29,1012.1,1010.8,45.6,53.5,No
20.1,23.3,40,2,22,103,72,1023.7,1021.6,23.3,24.4,Yes
24.1,21.2,40,24,29,87,64,1021.9,1019.4,28.7,23.8,Yes
16.1,24.7,36,21,19,75,72,1045.1,1036.5,27.7,28.8,No
30.2,26.1,40,23,22,105,84,1017.7,1011.5,28.2,28,Yes
35.6,44.5,55,16,24,53,33,1022,1017.3,42,49,Yes
37.6,30.8,52,28,23,77,91,1029.1,1025.7,38.3,37.1,Yes
36.8,33.9,39,16,15,98,54,1024.2,1025.5,38.2,45.7,Yes
30.6,32,23,8,14,95,65,1030.7,1025.6,28.5,41.1,No
17.4,28.1,40,17,22,91,40,1029.4,1024.4,23.6,34.9,No
21.1,27,27,14,8,95,49,1029.8,1024.1,28.6,32.3,No
24.1,25.8,27,12,18,105,83,1019.3,1018.5,31.5,28.3,Yes
21.9,24.9,25,21,17,85,85,1034.8,1035.8,27.9,30.1,Yes
19.9,23.3,54,18,31,59,70,1018,1017.3,35,28.7,Yes
25.9,36.6,52,9,30,69,43,1033.5,1027,32.3,40,Yes
38.4,31.9,30,16,19,95,87,1023.4,1024.1,37.8,30.7,Yes
37.4,50,47,14,23,46,10,1020.6,1014.9,39.6,52.5,No
30.9,33.9,34,8,16,72,53,1022.8,1023.4,31,42.1,No
27.5,32.2,34,15,14,86,69,1024.3,1030.8,28.7,32.5,No
20.8,25.1,63,18,32,104,97,1021.9,1020,22,30,Yes
17.3,36.5,43,15,27,60,37,1022.7,1011.2,30,39.9,No
20.6,28,29,22,15,61,46,1036.5,1029.7,24.2,30.3,No
19.4,34.4,34,13,21,70,47,1024.6,1016.4,28.9,44.4,No
24.2,25.2,32,6,23,107,65,1025.4,1029.5,27.7,36.1,No
31.6,43.1,38,16,15,57,16,1021.9,1017.3,32.8,44.2,No
23.8,29.4,28,17,16,71,25,1034.4,1030.2,32.4,38.8,No
38.5,44.5,50,13,16,77,41,1012,1011.6,38.5,46.7,Yes
36.5,42.2,65,33,16,45,53,1017.4,1015.4,49.2,52,Yes
20.3,27.5,37,15,21,106,65,1012.6,1003.8,28.9,27.2,No
37.2,35.2,98,27,63,73,70,1007.3,1004.7,38.3,24,No
24.6,34.7,43,2,22,77,46,1021.9,1022.3,28.7,34.8,Yes
15,30.8,26,8,21,109,45,1034.7,1024.9,24.7,31.5,No
23.1,36.6,34,19,9,46,27,1017.6,1014.4,32.7,46.8,No
19.8,20.6,44,3,24,98,52,1019.3,1022,18.2,25.8,No
25.6,27.7,33,11,20,100,55,1021.2,1015.8,34.3,34.1,Yes
29.1,49.9,34,9,18,92,31,1014.2,1011.3,43.1,54.1,No
31,31.6,39,23,21,71,57,1042.2,1035.9,38,32.6,No
38.1,32.1,45,14,18,101,91,1016.3,1007.1,32,37.6,Yes
33.5,32.1,37,3,24,80,52,1027.4,1024.7,34.2,40,No
31.7,48.9,49,16,18,64,28,1017.7,1015.8,46.5,51.8,No
24.4,34.6,41,27,28,24,16,1023,1022.1,30.6,43.7,No
24.5,28.7,38,15,23,91,57,1027.4,1020.2,23.5,31.9,No
30.9,28.2,47,17,36,103,100,1023.6,1018.6,24.7,27.1,Yes
20.3,30.7,24,13,16,82,49,1025.8,1020.1,27.8,42.5,No
36.9,35.8,47,9,24,65,48,1012.4,1018.9,38.7,38.6,No
17.9,24.4,54,13,29,88,63,1022.4,1015.5,21.9,32.1,No
35.7,27.7,27,10,21,102,97,1017.9,1016.3,31.3,40.4,Yes
27.4,23.1,34,20,22,88,82,1032.8,1026.8,27.8,30.8,Yes
22.8,22.3,41,17,12,91,74,1026.7,1023,30.6,26.2,Yes
40.3,37.7,68,27,44,91,57,1014.4,1014,34.4,42.1,Yes
28.2,25.4,45,24,26,88,93,1031.9,1023.7,27.1,31.3,Yes
21.5,31,20,5,19,75,51,1030,1033.3,37.5,38.4,No
28.8,34.2,28,16,15,95,69,1020.2,1019.6,31.2,47.8,Yes
23.5,32.4,38,19,26,69,27,1025.3,1020.5,25.7,39.1,No
28.5,34.2,41,16,27,100,71,1034.4,1024.6,34.6,41.3,Yes
35.3,36.3,49,12,14,79,69,1015.9,1008.5,34.5,44.6,Yes
26.1,38.6,31,17,29,62,25,1025.1,1019.4,42.9,45.4,No
17.9,33.4,48,10,17,59,35,1017.5,1023,35.7,34.2,No
25.1,27.7,46,8,33,83,59,1023.6,1015.8,20.2,37.3,Yes
17.9,16.6,32,7,20,103,88,1019.8,1018.7,26.1,29.2,Yes
32.1,43.4,39,12,18,81,38,1028.7,1021.7,38.2,49.7,No
31.3,26.7,51,19,26,83,58,1034.5,1030.6,26.9,31.4,Yes
25.5,43.2,41,16,29,79,25,1015.5,1014.1,39.2,45.2,No
28.7,35.4,37,21,13,54,22,1033.4,1027.9,28.8,37.3,No
15.5,21.7,45,8,21,81,56,1022.1,1020.8,28.3,27.1,No
31.8,32.3,44,18,24,92,94,1022.1,1020.4,30.5,33.5,Yes
21.1,29.9,28,7,18,100,67,1027.3,1027.4,24.3,40.2,No
19.9,25.4,34,4,15,107,89,1017.6,1020.7,23.1,26,Yes
19,26.6,42,17,21,82,49,1013,1004.7,31.3,30.8,Yes
32.4,21.2,20,13,10,103,107,1014.3,1013.9,23.4,34.9,Yes
19.5,19.8,30,12,18,102,81,1018.3,1018.6,20.9,27.8,No
21.3,16.8,26,12,11,102,98,1029.9,1027.9,14.2,17.3,Yes
28.1,35.1,34,15,24,101,66,1026.2,1025.1,32.9,42.7,Yes
24.8,40.7,38,13,14,55,33,1027.4,1028.1,34.4,42.7,No
20.1,24.1,26,8,16,102,67,1026.9,1024.8,23,32.1,No
38.6,37.8,73,17,41,69,23,1012,1010.4,43.1,46.6,No
23.3,34,37,12,17,95,39,1025.5,1021,28.4,47.9,Yes
26.3,24.6,61,23,21,92,73,1021,1021,23.9,26.9,Yes
20.7,39.3,42,19,24,43,34,1009.8,1013.8,39.4,44.7,No
27.3,27.1,46,21,33,96,60,1033.7,1030.7,26,31.4,Yes
31.4,28.1,40,17,21,91,84,1031.2,1024.2,33.9,39,Yes
24.2,33.1,37,6,29,80,54,1023.3,1028.3,32.1,42.1,No
35.8,33.1,44,12,4,76,97,1012.8,1011.4,35.2,34.7,Yes
37.9,35,26,9,20,88,61,1010.8,1011.7,35.4,43.5,No
37.4,45.9,69,18,24,77,27,1014.7,1017.1,32.5,45.8,Yes
23.3,25.4,28,8,23,106,53,1024.5,1025.4,20,38.2,Yes
35,30.5,35,16,14,103,67,1025.5,1020.1,38.7,34.4,No
16.3,21,26,10,19,101,99,1012.9,1012.3,21.1,19.6,Yes
20.5,37.5,53,10,30,82,54,1024.2,1019.3,30.4,40.1,Yes
26.7,31.9,33,11,22,75,40,1022.6,1025.8,24.4,43.5,No
43.8,48.9,33,29,12,31,22,1013.8,1007.9,39.9,48.2,No
23.4,35.7,34,6,16,76,50,1025.3,1025.6,33.3,42.6,No
15.6,27.9,38,8,21,88,41,1030.2,1018.2,25.3,37.6,Yes
24.1,25.3,32,15,23,82,52,1027.5,1022.1,19.5,32.1,No
27.9,34.9,38,9,32,99,57,1029.2,1025.8,35.6,45,No
26.6,30.5,30,11,11,74,59,1024.3,1016.6,34,41.7,No
15.7,30.8,47,10,25,46,36,1024.7,1018.6,22.8,35.4,No
40.7,51.4,37,5,32,90,28,1020.1,1013,37.3,53.5,No
27.7,29.1,31,11,16,100,72,1023.6,1016.3,33,37,Yes
27.1,29.3,31,12,17,102,102,1028.6,1023,34.1,28.6,Yes
15.5,22.9,35,19,10,85,45,1038,1036.7,28.9,30.7,No
21.3,27.7,33,12,19,78,64,1028.2,1026.7,30.4,33.6,No
13.2,19.1,25,2,10,96,63,1038.8,1040.7,22.2,23.6,No
35.8,45.5,34,22,10,29,24,1027.9,1020.9,44.8,52.5,No
32.9,45.4,73,16,27,56,35,1011.7,1009.4,45.6,53.5,Yes
32.3,42.4,36,19,13,61,44,1019.2,1009.4,37,51.6,No
25.1,35.8,53,7,29,87,56,1028,1022.4,37.6,44.2,Yes
40.1,32.5,51,27,16,106,82,1005.8,1009.7,35.5,35.5,No
25.9,25.3,29,15,18,104,110,1016.7,1016.6,30.3,33,Yes
21.2,25.7,41,15,16,83,57,1030,1030.7,28,36,No
28.3,27.9,47,24,17,99,90,1017.3,1013.8,35,41.1,Yes
29.1,35.6,43,14,16,74,55,1010.6,1009.5,29.8,41.7,Yes
24.1,17.3,36,12,15,98,90,1031,1027.5,27.7,23.9,Yes
20.7,33.5,61,6,30,89,31,1018.9,1014.5,27.6,34.9,No
21.6,29.2,22,13,11,85,54,1031.1,1031.3,29.2,39.9,No
20.5,23,46,28,20,65,53,1031.2,1026.9,22.7,33,No
28.1,34.7,35,8,18,98,99,1018.5,1013.2,30.7,35.9,Yes
29.4,29.2,47,18,19,55,38,1027.9,1024.2,28,35.9,No
29.1,41,39,11,11,47,24,1030.5,1024.1,29.1,46.7,No
27.2,32.4,29,10,19,92,61,1025.9,1017.4,33.2,34.5,Yes
17.3,24,9,8,11,104,105,1027.5,1024,21.5,27.8,Yes
31.2,24.5,58,14,35,103,90,1020.7,1017,26.7,34.1,Yes
31.7,36.2,36,9,13,68,43,1027.2,1024.8,30.8,38.4,No
17.1,29.6,27,14,19,103,49,1028.2,1021.3,19.2,39.9,No
30.9,25.8,52,24,29,103,80,1018.9,1013.2,26.6,33.6,Yes
15.5,32.9,26,12,20,62,40,1025.6,1023.2,24.7,36.2,No
27.5,33,46,13,13,61,44,1022.9,1018.4,34.4,34.6,No
32.6,42.9,49,21,11,65,43,1018.8,1012.9,40.4,45.1,Yes
40,31.2,54,26,34,79,64,1009.3,1011.2,37.6,31.5,No
36.3,37.6,46,10,13,91,52,1025.2,1019.1,37.5,42,No
32.9,39.2,53,11,15,71,34,1013.8,1019.4,41.5,39.9,No
19.4,25.5,45,29,28,58,42,1031.2,1031.1,33.3,27.5,No
11.9,24.6,21,7,15,88,58,1043.4,1041.1,25.6,27.1,No
20.8,25.1,63,18,32,104,97,1021.9,1020,22,30,Yes
34.3,40.3,33,16,21,84,60,1024.3,1015,41.4,40.9,No
30.2,38.2,65,13,15,55,36,1026.3,1022.8,37.8,38.8,No
21.8,32.4,31,21,17,71,46,1021.8,1017.8,26,38.3,No
22.6,29.9,36,13,14,49,20,1034.2,1029.2,32.8,39.5,No
23.3,32.5,38,10,23,88,61,1021.3,1023.9,30.6,37.8,No
35.9,32.5,27,10,9,105,68,1021.7,1019.5,30.9,43.1,No
20.2,26.5,51,16,25,104,43,1013.2,1011.1,28.1,32.8,No
14.4,21.7,39,11,13,84,81,1028.6,1019.5,18.6,25.2,No
22.4,22.1,45,20,18,106,69,1033.5,1037.9,28.6,26.7,Yes
26.1,35.3,30,8,12,72,35,1028.8,1024.9,34.7,42.6,No
25.8,24.2,28,19,13,106,92,1030.2,1020.4,36.1,30.9,Yes
17.5,19.8,15,14,8,102,73,1030.5,1032.4,22.7,33.1,No
31.7,37.3,40,6,13,81,41,1020.9,1022.2,29.9,40.9,No
24.8,21.2,62,40,26,88,79,1011.2,1005.9,22.9,26.1,Yes
36.2,32,31,6,13,106,80,1016.9,1012.7,29,43.2,Yes
35.5,40.5,41,13,24,96,65,1012.2,1011.7,38.8,42.1,Yes
11.3,19.6,33,14,27,103,75,1030.1,1027.3,10.3,22.4,No
15,27.5,25,11,15,106,49,1022.9,1023.6,19.5,37.4,No
23.3,25.4,28,8,23,106,53,1024.5,1025.4,20,38.2,Yes
21,32.5,40,11,20,103,48,1026.7,1023,33.8,36.4,Yes
15.7,28.1,20,8,16,89,56,1036.1,1026.8,24.2,28.6,No
31.6,31.5,40,12,11,100,103,1021.1,1021.8,36.1,37.9,Yes
20.3,39.7,43,12,23,62,27,1023.4,1022.3,29,40.6,No
16.8,30.7,19,10,10,103,51,1034,1022.4,24.8,34.2,No
36.1,32,42,26,21,52,102,1010.7,1008.9,43.1,33.5,Yes
40.7,43.8,70,19,27,61,88,1013.8,1012.4,42.1,40.4,Yes
30.7,32.7,27,8,11,91,47,1028.7,1022.8,37.9,36.7,No
15.1,24.3,24,6,10,90,61,1035.2,1029,19.7,23.4,No
37.2,35.8,27,9,14,70,32,1025.2,1024.5,35.8,49.1,No
34.9,40.7,37,19,19,72,37,1019.5,1018.9,33.3,43.6,No
30.8,24.8,58,33,36,61,75,1021.9,1016.1,36.7,29.1,No
24.5,25.5,37,9,21,108,74,1018.7,1012.8,22.9,34.8,Yes
20.5,26.2,46,19,31,64,33,1019.8,1024.8,29.1,28.3,No
32.1,33.1,45,17,19,85,65,1022.8,1016.1,33.4,32.8,Yes
29.1,37.3,42,10,25,82,55,1015.8,1021.1,40.4,45.9,No
20.2,24,34,5,18,105,76,1027.8,1027.9,28.1,23.4,Yes
24.7,24.4,80,22,24,68,91,1017.2,1009.8,31.1,33.9,Yes
34.4,35.1,62,24,37,68,70,1018.4,1012.9,35.9,34.7,Yes
26.8,39.2,34,12,17,61,31,1022.7,1019,32.1,52,No
18.6,23.4,31,13,20,86,45,1026,1017.3,24.5,29.6,No
33.3,34.7,39,31,13,57,52,1022.4,1013.5,38.6,38,No
30.7,44.1,52,19,36,55,57,1017.4,1017.6,43.7,42.8,Yes
17.5,28.9,37,18,20,56,33,1030.8,1030.4,28.5,32.9,No
26,32.6,51,34,22,66,57,1022.8,1023.2,37.1,32.5,No
33.2,33.9,57,18,35,68,54,1012.9,1013,35,38.8,Yes
34.8,34.4,27,7,19,92,62,1017.4,1014.9,36.9,41.4,No
15.2,22.1,34,9,14,102,67,1035,1027.2,21.2,34.3,Yes
28.4,28.3,45,26,19,71,83,1020,1023.3,34.4,29.5,Yes
32,30,55,27,26,91,97,1011.6,1010.4,27.9,30.2,Yes
21.3,16.8,26,12,11,102,98,1029.9,1027.9,14.2,17.3,Yes
36.2,32.2,32,11,17,87,76,1016.2,1021.3,41.7,36,Yes
34.5,23.6,24,16,15,103,91,1034.6,1033.7,30,27.5,Yes
27.9,45.8,45,9,32,44,17,1015.6,1017.2,35.4,48.4,No
16.6,21.9,25,12,23,103,73,1024.8,1027,15.1,28,Yes
34.7,36.2,38,10,16,89,61,1024.2,1025,34.9,37.8,No
36,47.2,32,17,12,49,20,1022.8,1012.1,42.1,56.9,No
33.1,43.3,50,14,31,76,47,1023.6,1015.9,42.5,43,Yes
31.4,30.1,46,16,26,86,68,1025.5,1023.8,37.4,43.7,Yes
27.5,17.1,44,23,20,94,99,1025.3,1018.6,21.3,18.3,Yes
24.2,34.2,36,16,15,89,61,1030.7,1027,30.1,38.5,Yes
25.5,22.6,45,20,30,85,61,1022,1021.1,21.2,22.8,Yes
25.1,27.7,46,8,33,83,59,1023.6,1015.8,20.2,37.3,Yes
16.8,32,52,4,23,100,63,1019,1014.3,24.2,40.4,Yes
24.7,31.8,31,13,22,93,76,1018.7,1012.3,32.2,38.4,Yes
20.5,26.4,36,23,17,81,47,1030.2,1025.5,31.2,35.4,No
16.1,28.2,45,10,19,107,64,1009.5,1011.6,23,36.5,No
19.2,32.4,38,11,22,77,52,1021.9,1022.7,28.1,32.1,No
24,21.9,46,22,27,90,82,1021,1013.2,26.2,25.5,Yes
37.3,33.6,51,26,34,45,54,1018.2,1019.4,37.6,39.6,Yes
29.7,26.3,31,7,16,109,101,1015.2,1015.4,25.9,32.1,Yes
22,22.3,54,13,23,99,84,1017.8,1017.3,25.1,21.3,Yes
20,19.2,69,18,24,89,80,1015.3,1009.4,27.4,22.5,Yes
29.4,22.9,39,19,19,88,96,1031.7,1032.2,31.9,29.4,Yes
25.5,26.2,18,10,7,94,95,1026.9,1020.5,31.8,37.4,Yes
27.5,26.1,31,26,18,72,57,1019.4,1019.5,33.3,37.9,No
22.4,30.9,44,9,16,80,54,1032,1026.5,24.9,33.1,No
33.8,28.3,67,44,37,75,62,1019.8,1017.2,35.5,37.4,Yes
26.5,32.7,56,21,20,54,26,1020.8,1020.1,31.7,44.9,No
17.9,28.6,25,7,20,108,59,1031.2,1018,22.8,39.7,Yes
17,25.9,58,7,34,97,57,1018.3,1016.1,21.1,27.2,Yes
9.5,23.2,22,5,21,99,64,1037.1,1027.3,20.3,25.6,Yes
37.6,39.5,37,16,26,74,64,1018.7,1020,41.3,36.6,No
31.6,30.6,25,6,16,96,89,1024.7,1023.9,33.1,37,Yes
15,27.7,40,17,23,69,48,1034.2,1024.3,25.9,35.7,No
30.8,30.2,34,13,17,84,55,1014,1017.2,35.2,31.3,No
23.9,20.8,25,12,19,93,61,1030.9,1033.6,29.2,27.2,No
12.4,28.4,39,12,24,78,49,1018.7,1022.6,21.5,36.3,No
41.9,42,41,10,17,84,59,1015.3,1015.6,43.8,53.9,Yes
28.3,40.6,40,9,22,64,28,1022.9,1017.6,31.9,43.2,No
33,39.2,39,23,8,48,29,1022.8,1020.7,39.3,41,No
28.6,38.9,33,5,22,83,62,1018.6,1018.1,39.2,39.5,No
22.1,20.4,16,9,12,104,101,1034.2,1030.6,17.3,28.8,Yes
28.6,43.5,58,14,20,58,25,1023,1009.5,37.4,52.9,No
39.3,46.8,60,27,25,51,37,1014.1,1009.7,41,48.6,Yes
22.8,27.2,60,27,28,73,50,1027.2,1020.1,20.7,26.9,Yes
30.2,49.3,48,13,26,78,40,1020.9,1012.3,41.5,49.6,No
17.1,18.8,40,19,24,94,95,1025.6,1022.1,18.2,25.7,Yes
30.9,34.2,42,18,16,102,75,1028.1,1023.5,30.5,38.6,Yes
27.2,26.5,23,19,7,101,104,1026.4,1021.7,25.5,30,Yes
41.9,40.1,46,28,30,61,40,1015.8,1014.4,38.9,45,Yes
20.4,26,64,17,22,76,61,1008.8,1001.3,25,37.4,Yes
23.8,24.3,35,19,16,77,110,1023.8,1028.8,28.8,23.7,Yes
30.5,34.2,35,9,17,76,58,1024.6,1016.6,32.6,39,No
32.4,25.5,65,21,25,70,103,1020.2,1008.4,32.4,25.2,Yes
32.3,45.8,43,32,12,22,16,1019.4,1016.7,44.5,47,No
17.6,20.1,21,17,13,93,56,1041.2,1037.8,21.3,25.9,No
29.9,41.5,53,22,21,59,29,1025.8,1023.6,36.1,44,No
31.1,28.9,31,17,20,102,92,1012.3,1012.2,33.1,39.2,Yes
